,Polish,German,French,Spanish
1,0.9401114206128134,0.658774373259053,0.5454545454545454,0.8338557993730408
2,0.935933147632312,0.7555710306406686,0.7722048066875653,0.8631138975966562
3,0.8523676880222841,0.7792479108635098,0.7596656217345873,0.8098223615464994
4,0.7896935933147632,0.7555710306406686,0.8150470219435737,0.8181818181818182
5,0.6866295264623955,0.7729805013927576,0.7701149425287356,0.6739811912225705
6,0.754874651810585,0.6594707520891365,0.5579937304075235,0.6091954022988506
7,0.41434540389972147,0.5988857938718662,0.6478578892371996,0.5694879832810867
8,0.591225626740947,0.49164345403899723,0.5475444096133751,0.6081504702194357
9,0.4714484679665738,0.47284122562674097,0.5590386624869383,0.5517241379310345
10,0.4157381615598886,0.36908077994428967,0.49216300940438873,0.593521421107628
11,0.4373259052924791,0.35584958217270196,0.5360501567398119,0.5914315569487983
12,0.37813370473537605,0.4087743732590529,0.5172413793103449,0.5130616509926855
13,0.4296657381615599,0.451949860724234,0.5475444096133751,0.5506792058516197
14,0.5097493036211699,0.4742339832869081,0.5245559038662487,0.567398119122257
15,0.4895543175487465,0.4401114206128134,0.5120167189132706,0.5026123301985371
16,0.42618384401114207,0.43662952646239556,0.4952978056426332,0.4994775339602926
17,0.3802228412256267,0.36908077994428967,0.5632183908045977,0.5360501567398119
18,0.36420612813370473,0.39902506963788303,0.5203761755485894,0.5841170323928945
19,0.45891364902506965,0.362116991643454,0.5130616509926855,0.4952978056426332
20,0.3732590529247911,0.4672701949860724,0.5475444096133751,0.5506792058516197
21,0.4895543175487465,0.4568245125348189,0.5381400208986415,0.51619644723093
22,0.4505571030640669,0.38997214484679665,0.522466039707419,0.5862068965517241
23,0.42827298050139273,0.42409470752089135,0.522466039707419,0.5987460815047022
24,0.36768802228412256,0.45125348189415043,0.5569487983281086,0.5266457680250783
25,0.3864902506963788,0.41225626740947074,0.5172413793103449,0.5203761755485894
26,0.4025069637883008,0.46935933147632314,0.5047021943573667,0.49634273772204807
27,0.4596100278551532,0.38231197771587744,0.49634273772204807,0.5778474399164054
28,0.4958217270194986,0.42270194986072424,0.48171368861024033,0.5882967607105538
29,0.3753481894150418,0.3871866295264624,0.49216300940438873,0.5235109717868338
30,0.5201949860724234,0.3516713091922006,0.5235109717868338,0.51619644723093
31,0.4435933147632312,0.39136490250696376,0.5350052246603971,0.5172413793103449
32,0.5104456824512534,0.4401114206128134,0.5276907001044933,0.49634273772204807
33,0.3732590529247911,0.35724233983286907,0.5214211076280042,0.5256008359456635
34,0.5006963788300836,0.45891364902506965,0.49007314524555906,0.5245559038662487
35,0.4192200557103064,0.3551532033426184,0.509926854754441,0.5015673981191222
36,0.3850974930362117,0.37395543175487467,0.5088819226750261,0.4827586206896552
37,0.5271587743732591,0.47284122562674097,0.48589341692789967,0.587251828631139
38,0.34331476323119775,0.44986072423398327,0.5235109717868338,0.5214211076280042
