,Polish,German,French,Spanish
1,0.9428969359331476,0.3711699164345404,0.6959247648902821,0.7575757575757576
2,0.9491643454038997,0.7813370473537604,0.8296760710553814,0.768025078369906
3,0.9526462395543176,0.7583565459610028,0.8432601880877743,0.8234064785788924
4,0.9059888579387186,0.8217270194986073,0.8077324973876698,0.819226750261233
5,0.8266016713091922,0.7277158774373259,0.7669801462904912,0.6760710553814002
6,0.6657381615598886,0.6608635097493036,0.5977011494252874,0.6112852664576802
7,0.6128133704735376,0.5995821727019499,0.6394984326018809,0.6541274817136886
8,0.564066852367688,0.5313370473537604,0.5475444096133751,0.5747126436781609
9,0.5125348189415042,0.4714484679665738,0.5621734587251829,0.5517241379310345
10,0.5236768802228412,0.5034818941504178,0.49007314524555906,0.5788923719958202
11,0.5055710306406686,0.41991643454038996,0.5130616509926855,0.5527690700104493
12,0.4909470752089137,0.4610027855153203,0.5454545454545454,0.58098223615465
13,0.5153203342618384,0.4415041782729805,0.4942528735632184,0.5569487983281086
14,0.5097493036211699,0.4582172701949861,0.5266457680250783,0.567398119122257
15,0.516016713091922,0.46866295264623953,0.5109717868338558,0.5799373040752351
16,0.48676880222841223,0.4435933147632312,0.5057471264367817,0.5600835945663531
17,0.5006963788300836,0.4220055710306407,0.48693834900731453,0.5768025078369906
18,0.5139275766016713,0.4742339832869081,0.49216300940438873,0.6018808777429467
19,0.4714484679665738,0.48676880222841223,0.5141065830721003,0.5318704284221526
20,0.4937325905292479,0.48676880222841223,0.5036572622779519,0.5527690700104493
21,0.5,0.47980501392757663,0.5402298850574713,0.5799373040752351
22,0.5090529247910863,0.4533426183844011,0.5047021943573667,0.5862068965517241
23,0.49512534818941506,0.4979108635097493,0.542319749216301,0.5914315569487983
24,0.5111420612813371,0.4505571030640669,0.5015673981191222,0.5851619644723093
25,0.47493036211699163,0.46518105849582175,0.5182863113897597,0.5799373040752351
26,0.483983286908078,0.4575208913649025,0.5047021943573667,0.5506792058516197
27,0.49442896935933145,0.4818941504178273,0.5266457680250783,0.5433646812957158
28,0.49651810584958217,0.4742339832869081,0.48798328108672934,0.5882967607105538
29,0.5236768802228412,0.46518105849582175,0.5047021943573667,0.5642633228840125
30,0.4853760445682451,0.5013927576601671,0.5256008359456635,0.5496342737722049
31,0.5188022284122563,0.47841225626740946,0.5120167189132706,0.61337513061651
32,0.5027855153203342,0.4763231197771588,0.5120167189132706,0.5705329153605015
33,0.47701949860724235,0.45403899721448465,0.51619644723093,0.5862068965517241
34,0.5013927576601671,0.4428969359331476,0.4942528735632184,0.5903866248693835
35,0.5020891364902507,0.47214484679665736,0.5088819226750261,0.5433646812957158
36,0.4832869080779944,0.4714484679665738,0.5015673981191222,0.542319749216301
37,0.4805013927576602,0.431058495821727,0.522466039707419,0.587251828631139
38,0.49930362116991645,0.47284122562674097,0.48589341692789967,0.587251828631139
