noun,gender,lang
Zerschneiden,neuter,German
Zersplittern,neuter,German
Zerstäuben,neuter,German
Zerstechen,neuter,German
Zerstieben,neuter,German
Zerstören,neuter,German
Zerwerfen,neuter,German
Zacharias,masculine,German
Zahlenkörper,masculine,German
Zahler,masculine,German
Zahlmeister,masculine,German
Zahndamm,masculine,German
Zahnstocher,masculine,German
Zander,masculine,German
Zangenschlüssel,masculine,German
Zapfe,masculine,German
Zarentum,masculine,German
Zaster,masculine,German
Zauberer,masculine,German
Zauberkünstler,masculine,German
Zaubrer,masculine,German
Zaum,masculine,German
Zaun,masculine,German
Zaunkönig,masculine,German
Zaziki,masculine,German
Zebaoth,masculine,German
Zebrafink,masculine,German
Zebrahai,masculine,German
Zebu,masculine,German
Zechpreller,masculine,German
Zehnflächner,masculine,German
Zehnkampf,masculine,German
Zehntausendstel,masculine,German
Zeichensatz,masculine,German
Zeidler,masculine,German
Zeising,masculine,German
Zeithorizont,masculine,German
Zeitpunkt,masculine,German
Zeitraum,masculine,German
Zeitroman,masculine,German
Zeitschlitz,masculine,German
Zeitsoldat,masculine,German
Zeitungsredaktor,masculine,German
Zeitvertreib,masculine,German
Zeitzeuge,masculine,German
Zelle,masculine,German
Zellstoff,masculine,German
Zelter,masculine,German
Zeltplatz,masculine,German
Zensor,masculine,German
Zensus,masculine,German
Zentimeter,masculine,German
Zentner,masculine,German
Zentralismus,masculine,German
Zentralvokal,masculine,German
Zentrumsbauer,masculine,German
Zeolith,masculine,German
Zepter,masculine,German
Zerberus,masculine,German
Zerfall,masculine,German
Zerkleinerer,masculine,German
Zerstörer,masculine,German
Zickefoose,masculine,German
Ziegel,masculine,German
Ziegler,masculine,German
Zieher,masculine,German
Ziehvater,masculine,German
Zierfisch,masculine,German
Zigeuner,masculine,German
Zackern,neuter,German
Zahlwort,neuter,German
Zahnen,neuter,German
Zahnimplantat,neuter,German
Zähnlein,neuter,German
Zams,neuter,German
Yakbutter,feminine,German
Yersiniose,feminine,German
Zahl,feminine,German
Zahlenkombination,feminine,German
Zahlentheorie,feminine,German
Zählung,feminine,German
Zahnarzthelferin,feminine,German
Zahncreme,feminine,German
Zahnfäule,feminine,German
Zahnfleischentzündung,feminine,German
Zahnformel,feminine,German
Zahnfüllung,feminine,German
Zahnheilkunde,feminine,German
Zahnkaries,feminine,German
Zahnkrone,feminine,German
Zahnseide,feminine,German
Zahnung,feminine,German
Zauberwort,neuter,German
Zaudern,neuter,German
Zäumen,neuter,German
Zaziki,neuter,German
Zebra,neuter,German
Zebu,neuter,German
Zedernholz,neuter,German
Zehneck,neuter,German
Zehntausendstel,neuter,German
Zehren,neuter,German
Zeichen,neuter,German
Zeichensetzen,neuter,German
Zeillern,neuter,German
Zeitalter,neuter,German
Zeitfenster,neuter,German
Zeitwort,neuter,German
Zelebrieren,neuter,German
Zellgift,neuter,German
Zelten,neuter,German
Zeltlager,neuter,German
Zeltweg,neuter,German
Zementieren,neuter,German
Zenotaph,neuter,German
Zentimeter,neuter,German
Zentralmassiv,neuter,German
Zahnwurzel,feminine,German
Zähre,feminine,German
Zaine,feminine,German
Zarge,feminine,German
Zarin,feminine,German
Zauberei,feminine,German
Zauberoper,feminine,German
Zechenschließung,feminine,German
Zechprellerei,feminine,German
Zechprellerin,feminine,German
Zeckennymphe,feminine,German
Zeder,feminine,German
Zehenspitze,feminine,German
Zehneckpyramide,feminine,German
Zehntscheune,feminine,German
Zehrung,feminine,German
Zeichenfolge,feminine,German
Zeichenkette,feminine,German
Zeichenkunst,feminine,German
Zeichentrickadaption,feminine,German
Zeilennummer,feminine,German
Zentralnervensystem,neuter,German
Zentrieren,neuter,German
Zentrifugieren,neuter,German
Zentromer,neuter,German
Zentrum,neuter,German
Zepter,neuter,German
Zerbersten,neuter,German
Zerbrechen,neuter,German
Zerbröseln,neuter,German
Zerdeppern,neuter,German
Zerfasern,neuter,German
Zerfleddern,neuter,German
Zerfressen,neuter,German
Zergehen,neuter,German
Zerknirschen,neuter,German
Zerknittern,neuter,German
Zerkratzen,neuter,German
Zerlassen,neuter,German
Zermalmen,neuter,German
Zerritzen,neuter,German
Zerrütten,neuter,German
Zersägen,neuter,German
Zerschellen,neuter,German
Zerschlagen,neuter,German
Zerschmeißen,neuter,German
Zerschmelzen,neuter,German
Zerschneiden,neuter,German
Zersplittern,neuter,German
Zerstäuben,neuter,German
Zerstechen,neuter,German
Zerstieben,neuter,German
Zerstören,neuter,German
Zeitdiagnose,feminine,German
Zeitdilatation,feminine,German
Zeitreise,feminine,German
Zeitspanne,feminine,German
Zeitstunde,feminine,German
Zeitüberschreitung,feminine,German
Zeitung,feminine,German
Zeitungsausträgerin,feminine,German
Zeitungsverkäuferin,feminine,German
Zerwerfen,neuter,German
Zeta,neuter,German
Zett,neuter,German
Zettabyte,neuter,German
Zettelchen,neuter,German
Zeitzone,feminine,German
Zellbiologie,feminine,German
Zelle,feminine,German
Zellmembran,feminine,German
Zellteilung,feminine,German
Zellulose,feminine,German
Zementation,feminine,German
Zentrale,feminine,German
Zentralheizung,feminine,German
Zentralisierung,feminine,German
Zenturie,feminine,German
Zerealie,feminine,German
Zerealien,feminine,German
Zerebralparese,feminine,German
Zeremonie,feminine,German
Zerfallsenergie,feminine,German
Zerfallsreihe,feminine,German
Zibarte,feminine,German
Zibbe,feminine,German
Zibebe,feminine,German
Zicke,feminine,German
Zickefoose,feminine,German
Ziege,feminine,German
Ziegel,feminine,German
Ziegler,feminine,German
Ziehharmonika,feminine,German
Zahl,feminine,German
Zahlenkombination,feminine,German
Zahlentheorie,feminine,German
Zählung,feminine,German
Zahnarzthelferin,feminine,German
Zahncreme,feminine,German
Zahnfäule,feminine,German
Zahnfleischentzündung,feminine,German
Zahnformel,feminine,German
Zahnfüllung,feminine,German
Zahnheilkunde,feminine,German
Zahnkaries,feminine,German
Zahnkrone,feminine,German
Zahnseide,feminine,German
Zahnung,feminine,German
Zahnwurzel,feminine,German
Zähre,feminine,German
Zaine,feminine,German
Zarge,feminine,German
Zarin,feminine,German
Zauberei,feminine,German
Zauberoper,feminine,German
Zechenschließung,feminine,German
Zechprellerei,feminine,German
Zechprellerin,feminine,German
Zeckennymphe,feminine,German
Zeder,feminine,German
Zehenspitze,feminine,German
Zehneckpyramide,feminine,German
Œuvre,neuter,German
Zehntscheune,feminine,German
Zehrung,feminine,German
Zeichenfolge,feminine,German
Zeichenkette,feminine,German
Zeichenkunst,feminine,German
Zeichentrickadaption,feminine,German
Zeilennummer,feminine,German
Zeitdiagnose,feminine,German
Zeitdilatation,feminine,German
Zeitreise,feminine,German
Zeitspanne,feminine,German
Zeitstunde,feminine,German
Zeitüberschreitung,feminine,German
Zeitung,feminine,German
Zeitungsausträgerin,feminine,German
Zeitungsverkäuferin,feminine,German
Zeitzone,feminine,German
Zellbiologie,feminine,German
Zelle,feminine,German
Zellmembran,feminine,German
Zellteilung,feminine,German
Zellulose,feminine,German
Zementation,feminine,German
Zentrale,feminine,German
Zentralheizung,feminine,German
Zentralisierung,feminine,German
Zenturie,feminine,German
Zerealie,feminine,German
Zerealien,feminine,German
Zerebralparese,feminine,German
Zeremonie,feminine,German
Zerfallsenergie,feminine,German
Zerfallsreihe,feminine,German
Zibarte,feminine,German
Zibbe,feminine,German
Zibebe,feminine,German
Zicke,feminine,German
Zickefoose,feminine,German
Ziege,feminine,German
Ziegel,feminine,German
Ziegler,feminine,German
Ziehharmonika,feminine,German
Ziehmutter,feminine,German
Ziehtochter,feminine,German
Ziehung,feminine,German
Zielfunktion,feminine,German
Zielgerade,feminine,German
Ziellinie,feminine,German
Œuvre,neuter,German
Œuvre,neuter,German
